"","MLUSE_old","MLUSE_new"
"494","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"495","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"496","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"497","Commerical / Industrial (before)","Commerical / Industrial (after)"
"498","Commerical / Industrial (before)","Commerical / Industrial (after)"
"499","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"500","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"501","Commerical / Industrial (before)","Commerical / Industrial (after)"
"502","Commerical / Industrial (before)","Commerical / Industrial (after)"
"503","Commerical / Industrial (before)","Undefined (after)"
"504","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"505","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"506","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"507","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"508","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"509","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"510","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"511","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"512","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"513","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"514","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"515","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"516","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"517","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"518","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"519","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"520","Undefined (before)","Single Family Residential Suburban (after)"
"521","Undefined (before)","Single Family Residential Suburban (after)"
"522","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"523","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"524","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"525","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"526","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"527","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"528","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"529","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"530","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"531","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"532","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"533","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"534","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"535","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"536","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"537","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"538","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"539","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"540","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"541","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"542","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"543","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"544","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"545","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"546","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"547","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"548","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"549","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"550","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"551","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"552","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"553","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"554","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"555","Undefined (before)","Undefined (after)"
"556","Undefined (before)","Undefined (after)"
"557","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"558","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"559","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"560","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"561","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"562","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"563","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"564","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"565","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"566","Undefined (before)","Single Family Residential Suburban (after)"
"567","Undefined (before)","Single Family Residential Suburban (after)"
"568","Undefined (before)","Single Family Residential Suburban (after)"
"569","Undefined (before)","Single Family Residential Suburban (after)"
"570","Undefined (before)","Single Family Residential Suburban (after)"
"571","Undefined (before)","Single Family Residential Suburban (after)"
"572","Undefined (before)","Single Family Residential Suburban (after)"
"573","Undefined (before)","Single Family Residential Suburban (after)"
"574","Undefined (before)","Single Family Residential Suburban (after)"
"575","Undefined (before)","Single Family Residential Suburban (after)"
"576","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"577","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"578","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"579","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"580","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"581","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"582","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"583","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"584","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"585","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"586","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"587","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"588","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"589","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"590","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"591","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"592","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"593","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"594","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"595","Agricultural / Undeveloped (20-99 Acres) (before)","Undefined (after)"
"596","Agricultural / Undeveloped (20-99 Acres) (before)","Undefined (after)"
"597","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"598","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"599","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"600","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"601","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"602","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"603","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"604","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"605","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"606","Commerical / Industrial (before)","Commerical / Industrial (after)"
"607","Commerical / Industrial (before)","Commerical / Industrial (after)"
"608","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"609","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"610","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"611","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"612","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"613","Agricultural / Undeveloped (20-99 Acres) (before)","Undefined (after)"
"614","Commerical / Industrial (before)","Commerical / Industrial (after)"
"615","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"616","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"617","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"618","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"619","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"620","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"621","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"622","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"623","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"624","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"625","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"626","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"627","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"628","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"629","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"630","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"631","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"632","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"633","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"634","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"635","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"636","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"637","Undefined (before)","Single Family Residential Suburban (after)"
"638","Undefined (before)","Single Family Residential Suburban (after)"
"639","Undefined (before)","Single Family Residential Suburban (after)"
"640","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"641","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"642","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"643","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"644","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"645","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"646","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"647","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"648","Single Family Residential Suburban (before)","Undefined (after)"
"649","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"650","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"651","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"652","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"653","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"654","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"655","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"656","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"657","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"658","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"659","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"660","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"661","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"662","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"663","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"664","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"665","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"666","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"667","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"668","Commerical / Industrial (before)","Commerical / Industrial (after)"
"669","Commerical / Industrial (before)","Commerical / Industrial (after)"
"670","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"671","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"672","Agricultural / Undeveloped (20-99 Acres) (before)","Commerical / Industrial (after)"
"673","Agricultural / Undeveloped (20-99 Acres) (before)","Commerical / Industrial (after)"
"674","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"675","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"676","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"677","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"678","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"679","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"680","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"681","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"682","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"683","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"684","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"685","Undefined (before)","Undefined (after)"
"686","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"687","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"688","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"689","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"690","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"691","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"692","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"693","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"694","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"695","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"696","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"697","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"698","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"699","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"700","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"701","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"702","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"703","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"704","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"705","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"706","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"707","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"708","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"709","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"710","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"711","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"712","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"713","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"714","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"715","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"716","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"717","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"718","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"719","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"720","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"721","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"722","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"723","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"724","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"725","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"726","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"727","Single Family Residential Suburban (before)","Undefined (after)"
"728","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"729","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"730","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"731","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"732","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"733","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"734","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"735","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"736","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"737","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"738","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"739","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"740","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"741","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"742","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"743","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"744","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"745","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"746","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"747","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"748","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"749","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"750","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"751","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"752","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"753","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"754","Undefined (before)","Commerical / Industrial (after)"
"755","Undefined (before)","Commerical / Industrial (after)"
"756","Other (before)","Other (after)"
"757","Other (before)","Other (after)"
"758","Single Family Residential Suburban (before)","Undefined (after)"
"759","Commerical / Industrial (before)","Commerical / Industrial (after)"
"760","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"761","Commerical / Industrial (before)","Commerical / Industrial (after)"
"762","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"763","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"764","Agricultural / Undeveloped (100+ Acres) (before)","Undefined (after)"
"765","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"766","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"767","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"768","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"769","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"770","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"771","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"772","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"773","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"774","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"775","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"776","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"777","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"778","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"779","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"780","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"781","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"782","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"783","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"784","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"785","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"786","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"787","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"788","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"789","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"790","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"791","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"792","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"793","Commerical / Industrial (before)","Commerical / Industrial (after)"
"794","Commerical / Industrial (before)","Commerical / Industrial (after)"
"795","Undefined (before)","Commerical / Industrial (after)"
"796","Undefined (before)","Commerical / Industrial (after)"
"797","Undefined (before)","Commerical / Industrial (after)"
"798","Undefined (before)","Commerical / Industrial (after)"
"799","Undefined (before)","Commerical / Industrial (after)"
"800","Undefined (before)","Commerical / Industrial (after)"
"801","Undefined (before)","Commerical / Industrial (after)"
"802","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"803","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"804","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"805","Agricultural / Undeveloped (100+ Acres) (before)","Undefined (after)"
"806","Agricultural / Undeveloped (100+ Acres) (before)","Undefined (after)"
"807","Agricultural / Undeveloped (100+ Acres) (before)","Undefined (after)"
"808","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"809","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"810","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"811","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"812","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"813","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"814","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"815","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"816","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"817","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"818","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"819","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"820","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"821","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"822","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"823","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"824","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"825","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"826","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"827","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"828","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"829","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"830","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"831","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"832","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"833","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"834","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"835","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"836","Commerical / Industrial (before)","Commerical / Industrial (after)"
"837","Commerical / Industrial (before)","Commerical / Industrial (after)"
"838","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"839","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"840","Commerical / Industrial (before)","Commerical / Industrial (after)"
"841","Commerical / Industrial (before)","Commerical / Industrial (after)"
"842","Commerical / Industrial (before)","Commerical / Industrial (after)"
"843","Commerical / Industrial (before)","Single Family Residential Suburban (after)"
"844","Commerical / Industrial (before)","Commerical / Industrial (after)"
"845","Commerical / Industrial (before)","Commerical / Industrial (after)"
"846","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"847","Single Family Residential Suburban (before)","Undefined (after)"
"848","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"849","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
